2026-02-25 21:21:01,682 | INFO | trading_bot | SERVER STARTING...
2026-02-25 21:22:58,532 | INFO | trading_bot | [MOCK] MARKET ORDER BUY BTCUSDT qty=0.003065
2026-02-25 21:22:58,532 | INFO | trading_bot | Order result: {'mock': True, 'symbol': 'BTCUSDT', 'side': 'buy', 'quantity': 0.003065}
2026-02-25 21:22:58,532 | INFO | trading_bot | Execution complete for BTCUSDT
2026-02-25 21:31:57,773 | INFO | trading_bot | SERVER STARTING...
2026-02-25 21:31:57,773 | INFO | trading_bot | STEP 1: Reading env variables
2026-02-25 21:31:57,774 | INFO | trading_bot | STEP 2: Creating strategy config
2026-02-25 21:31:57,774 | INFO | trading_bot | STEP 3: Creating registry
2026-02-25 21:31:57,776 | INFO | trading_bot | STEP 4: Creating exchange
2026-02-25 21:31:57,776 | INFO | trading_bot | MockExchange initialized
2026-02-25 21:31:57,776 | INFO | trading_bot | STEP 5: Creating execution engine
2026-02-25 21:31:57,776 | INFO | trading_bot | STEP 6: Initialization complete
2026-02-25 21:35:30,343 | INFO | trading_bot | SERVER STARTING...
2026-02-25 21:35:30,343 | INFO | trading_bot | STEP 1: Reading env variables
2026-02-25 21:35:30,343 | INFO | trading_bot | STEP 2: Creating strategy config
2026-02-25 21:35:30,343 | INFO | trading_bot | STEP 3: Creating registry
2026-02-25 21:35:30,344 | INFO | trading_bot | STEP 4: Creating exchange
2026-02-25 21:35:30,344 | INFO | trading_bot | MockExchange initialized
2026-02-25 21:35:30,344 | INFO | trading_bot | STEP 5: Creating execution engine
2026-02-25 21:35:30,344 | INFO | trading_bot | STEP 6: Initialization complete
2026-02-25 21:35:31,320 | INFO | trading_bot | SERVER STARTING...
2026-02-25 21:35:31,321 | INFO | trading_bot | STEP 1: Reading env variables
2026-02-25 21:35:31,321 | INFO | trading_bot | STEP 2: Creating strategy config
2026-02-25 21:35:31,321 | INFO | trading_bot | STEP 3: Creating registry
2026-02-25 21:35:31,322 | INFO | trading_bot | STEP 4: Creating exchange
2026-02-25 21:35:31,322 | INFO | trading_bot | MockExchange initialized
2026-02-25 21:35:31,322 | INFO | trading_bot | STEP 5: Creating execution engine
2026-02-25 21:35:31,322 | INFO | trading_bot | STEP 6: Initialization complete
2026-02-25 21:36:05,400 | INFO | trading_bot | Incoming webhook request: token=my_token
2026-02-25 21:36:05,401 | INFO | trading_bot | Webhook payload: {'secret': 'my_secret', 'side': 'buy', 'symbol': 'BTCUSDT'}
2026-02-25 21:36:05,401 | INFO | trading_bot | Signal received: buy BTCUSDT
2026-02-25 21:36:05,403 | INFO | trading_bot | Executing order for BTCUSDT | side=buy | state={'cycle_active': True, 'bias': 'UP', 'long_size': 1600.0, 'short_size': 42.1875, 'cycle_number': 4, 'blocked': True}
2026-02-25 21:36:05,403 | INFO | trading_bot | --- EXECUTION BTCUSDT | buy ---
2026-02-25 21:36:05,403 | INFO | trading_bot | [MOCK] Opening position: BUY BTCUSDT for 6 USDT
2026-02-25 21:36:05,403 | INFO | trading_bot | [MOCK] Price for BTCUSDT: 2009.92
2026-02-25 21:36:05,404 | INFO | trading_bot | [MOCK] MARKET ORDER BUY BTCUSDT qty=0.002985
2026-02-25 21:36:05,404 | INFO | trading_bot | Order result: {'mock': True, 'symbol': 'BTCUSDT', 'side': 'buy', 'quantity': 0.002985}
2026-02-25 21:36:05,404 | INFO | trading_bot | Execution complete for BTCUSDT
2026-02-25 21:36:57,180 | INFO | trading_bot | Incoming webhook request: token=my_token
2026-02-25 21:36:57,181 | INFO | trading_bot | Webhook payload: {'secret': 'my_secret', 'side': 'buy', 'symbol': 'BTCUSDT'}
2026-02-25 21:36:57,181 | INFO | trading_bot | Signal received: buy BTCUSDT
2026-02-25 21:36:57,182 | INFO | trading_bot | Executing order for BTCUSDT | side=buy | state={'cycle_active': True, 'bias': 'UP', 'long_size': 1600.0, 'short_size': 42.1875, 'cycle_number': 4, 'blocked': True}
2026-02-25 21:36:57,182 | INFO | trading_bot | --- EXECUTION BTCUSDT | buy ---
2026-02-25 21:36:57,183 | INFO | trading_bot | [MOCK] Opening position: BUY BTCUSDT for 6 USDT
2026-02-25 21:36:57,183 | INFO | trading_bot | [MOCK] Price for BTCUSDT: 1771.28
2026-02-25 21:36:57,183 | INFO | trading_bot | [MOCK] MARKET ORDER BUY BTCUSDT qty=0.003387
2026-02-25 21:36:57,183 | INFO | trading_bot | Order result: {'mock': True, 'symbol': 'BTCUSDT', 'side': 'buy', 'quantity': 0.003387}
2026-02-25 21:36:57,183 | INFO | trading_bot | Execution complete for BTCUSDT
2026-02-25 21:41:11,633 | INFO | trading_bot | SERVER STARTING...
2026-02-25 21:41:11,633 | INFO | trading_bot | STEP 1: Reading env variables
2026-02-25 21:41:11,634 | INFO | trading_bot | STEP 2: Creating strategy config
2026-02-25 21:41:11,634 | INFO | trading_bot | STEP 3: Creating registry
2026-02-25 21:41:11,634 | INFO | trading_bot | STEP 4: Creating exchange
2026-02-25 21:41:11,634 | INFO | trading_bot | MockExchange initialized
2026-02-25 21:41:11,635 | INFO | trading_bot | STEP 5: Creating execution engine
2026-02-25 21:41:11,635 | INFO | trading_bot | STEP 6: Initialization complete
2026-02-25 21:42:01,018 | INFO | trading_bot | SERVER STARTING...
2026-02-25 21:42:01,019 | INFO | trading_bot | STEP 1: Reading env variables
2026-02-25 21:42:01,019 | INFO | trading_bot | STEP 2: Creating strategy config
2026-02-25 21:42:01,019 | INFO | trading_bot | STEP 3: Creating registry
2026-02-25 21:42:01,019 | INFO | trading_bot | STEP 4: Creating exchange
2026-02-25 21:42:01,019 | INFO | trading_bot | MockExchange initialized
2026-02-25 21:42:01,020 | INFO | trading_bot | STEP 5: Creating execution engine
2026-02-25 21:42:01,020 | INFO | trading_bot | STEP 6: Initialization complete
2026-02-25 21:42:01,998 | INFO | trading_bot | SERVER STARTING...
2026-02-25 21:42:01,998 | INFO | trading_bot | STEP 1: Reading env variables
2026-02-25 21:42:01,998 | INFO | trading_bot | STEP 2: Creating strategy config
2026-02-25 21:42:01,998 | INFO | trading_bot | STEP 3: Creating registry
2026-02-25 21:42:01,999 | INFO | trading_bot | STEP 4: Creating exchange
2026-02-25 21:42:01,999 | INFO | trading_bot | MockExchange initialized
2026-02-25 21:42:01,999 | INFO | trading_bot | STEP 5: Creating execution engine
2026-02-25 21:42:01,999 | INFO | trading_bot | STEP 6: Initialization complete
2026-02-25 21:42:20,881 | INFO | trading_bot | Incoming webhook request: token=my_token
2026-02-25 21:42:20,882 | INFO | trading_bot | Webhook payload: {'secret': 'my_secret', 'side': 'buy', 'symbol': 'BTCUSDT'}
2026-02-25 21:42:20,882 | INFO | trading_bot | Signal received: buy BTCUSDT
2026-02-25 21:42:20,882 | WARNING | trading_bot | Duplicate signal ignored: buy for BTCUSDT
2026-02-25 21:43:50,144 | INFO | trading_bot | Incoming webhook request: token=my_token
2026-02-25 21:43:50,144 | INFO | trading_bot | Webhook payload: {'secret': 'my_secret', 'side': 'sell', 'symbol': 'BTCUSDT'}
2026-02-25 21:43:50,144 | INFO | trading_bot | Signal received: sell BTCUSDT
2026-02-25 21:43:50,147 | INFO | trading_bot | Executing order for BTCUSDT | side=sell | state={'cycle_active': True, 'bias': 'UP', 'long_size': 1600.0, 'short_size': 42.1875, 'cycle_number': 4, 'blocked': True}
2026-02-25 21:43:50,147 | INFO | trading_bot | --- EXECUTION BTCUSDT | sell ---
2026-02-25 21:43:50,147 | INFO | trading_bot | [MOCK] Opening position: SELL BTCUSDT for 6 USDT
2026-02-25 21:43:50,147 | INFO | trading_bot | [MOCK] Price for BTCUSDT: 2092.2
2026-02-25 21:43:50,148 | INFO | trading_bot | [MOCK] MARKET ORDER SELL BTCUSDT qty=0.002868
2026-02-25 21:43:50,149 | INFO | trading_bot | Order result: {'mock': True, 'symbol': 'BTCUSDT', 'side': 'sell', 'quantity': 0.002868}
2026-02-25 21:43:50,151 | INFO | trading_bot | Execution complete for BTCUSDT
2026-02-25 21:44:27,604 | INFO | trading_bot | Incoming webhook request: token=my_token
2026-02-25 21:44:27,604 | INFO | trading_bot | Webhook payload: {'secret': 'my_secret', 'side': 'sell', 'symbol': 'BTCUSDT'}
2026-02-25 21:44:27,604 | INFO | trading_bot | Signal received: sell BTCUSDT
2026-02-25 21:44:27,606 | INFO | trading_bot | Executing order for BTCUSDT | side=sell | state={'cycle_active': True, 'bias': 'UP', 'long_size': 1600.0, 'short_size': 42.1875, 'cycle_number': 4, 'blocked': True}
2026-02-25 21:44:27,606 | INFO | trading_bot | --- EXECUTION BTCUSDT | sell ---
2026-02-25 21:44:27,606 | INFO | trading_bot | [MOCK] Opening position: SELL BTCUSDT for 6 USDT
2026-02-25 21:44:27,607 | INFO | trading_bot | [MOCK] Price for BTCUSDT: 364.11
2026-02-25 21:44:27,607 | INFO | trading_bot | [MOCK] MARKET ORDER SELL BTCUSDT qty=0.016479
2026-02-25 21:44:27,607 | INFO | trading_bot | Order result: {'mock': True, 'symbol': 'BTCUSDT', 'side': 'sell', 'quantity': 0.016479}
2026-02-25 21:44:27,607 | INFO | trading_bot | Execution complete for BTCUSDT
2026-02-25 21:48:16,813 | INFO | trading_bot | SERVER STARTING...
2026-02-25 21:48:16,813 | INFO | trading_bot | STEP 1: Reading env variables
2026-02-25 21:48:16,813 | INFO | trading_bot | STEP 2: Creating strategy config
2026-02-25 21:48:16,814 | INFO | trading_bot | STEP 3: Creating registry
2026-02-25 21:48:16,814 | INFO | trading_bot | STEP 4: Creating exchange
2026-02-25 21:48:16,814 | INFO | trading_bot | MockExchange initialized
2026-02-25 21:48:16,814 | INFO | trading_bot | STEP 5: Creating execution engine
2026-02-25 21:48:16,814 | INFO | trading_bot | STEP 6: Initialization complete
2026-02-25 21:51:24,624 | INFO | trading_bot | SERVER STARTING...
2026-02-25 21:51:24,624 | INFO | trading_bot | STEP 1: Reading env variables
2026-02-25 21:51:24,624 | INFO | trading_bot | STEP 2: Creating strategy config
2026-02-25 21:51:24,625 | INFO | trading_bot | STEP 3: Creating registry
2026-02-25 21:51:24,625 | INFO | trading_bot | STEP 4: Creating exchange
2026-02-25 21:51:24,625 | INFO | trading_bot | MockExchange initialized
2026-02-25 21:51:24,626 | INFO | trading_bot | STEP 5: Creating execution engine
2026-02-25 21:51:24,626 | INFO | trading_bot | STEP 6: Initialization complete
2026-02-25 21:53:58,951 | INFO | trading_bot | SERVER STARTING...
2026-02-25 21:53:58,952 | INFO | trading_bot | STEP 1: Reading env variables
2026-02-25 21:53:58,952 | INFO | trading_bot | STEP 2: Creating strategy config
2026-02-25 21:53:58,952 | INFO | trading_bot | STEP 3: Creating registry
2026-02-25 21:53:58,952 | INFO | trading_bot | STEP 4: Creating exchange
2026-02-25 21:53:58,952 | INFO | trading_bot | MockExchange initialized
2026-02-25 21:53:58,953 | INFO | trading_bot | STEP 5: Creating execution engine
2026-02-25 21:53:58,953 | INFO | trading_bot | STEP 6: Initialization complete
2026-02-25 21:55:09,183 | INFO | trading_bot | SERVER STARTING...
2026-02-25 21:55:09,183 | INFO | trading_bot | STEP 1: Reading env variables
2026-02-25 21:55:09,183 | INFO | trading_bot | STEP 2: Creating strategy config
2026-02-25 21:55:09,183 | INFO | trading_bot | STEP 3: Creating registry
2026-02-25 21:55:09,184 | INFO | trading_bot | STEP 4: Creating exchange
2026-02-25 21:55:09,184 | INFO | trading_bot | MockExchange initialized
2026-02-25 21:55:09,184 | INFO | trading_bot | STEP 5: Creating execution engine
2026-02-25 21:55:09,184 | INFO | trading_bot | STEP 6: Initialization complete
2026-02-25 21:56:40,930 | INFO | trading_bot | Incoming webhook request: token=my_token
2026-02-25 21:56:40,930 | INFO | trading_bot | Webhook payload: {'secret': 'my_secret', 'side': 'buy', 'symbol': 'BTCUSDT'}
2026-02-25 21:56:40,930 | INFO | trading_bot | Signal received: buy BTCUSDT
2026-02-25 21:56:40,932 | INFO | trading_bot | Executing order for BTCUSDT | side=buy | state={'cycle_active': True, 'bias': 'UP', 'long_size': 1600.0, 'short_size': 42.1875, 'cycle_number': 4, 'blocked': True, 'last_signal': None}
2026-02-25 21:56:40,933 | INFO | trading_bot | --- EXECUTION BTCUSDT | buy ---
2026-02-25 21:56:40,933 | INFO | trading_bot | [MOCK] Opening position: BUY BTCUSDT for 6 USDT
2026-02-25 21:56:40,933 | INFO | trading_bot | [MOCK] Price for BTCUSDT: 2234.53
2026-02-25 21:56:40,933 | INFO | trading_bot | [MOCK] MARKET ORDER BUY BTCUSDT qty=0.002685
2026-02-25 21:56:40,933 | INFO | trading_bot | Order result: {'mock': True, 'symbol': 'BTCUSDT', 'side': 'buy', 'quantity': 0.002685}
2026-02-25 21:56:40,934 | INFO | trading_bot | Execution complete for BTCUSDT
2026-02-25 21:56:53,339 | INFO | trading_bot | Incoming webhook request: token=my_token
2026-02-25 21:56:53,339 | INFO | trading_bot | Webhook payload: {'secret': 'my_secret', 'side': 'buy', 'symbol': 'BTCUSDT'}
2026-02-25 21:56:53,340 | INFO | trading_bot | Signal received: buy BTCUSDT
2026-02-25 21:56:53,344 | INFO | trading_bot | Executing order for BTCUSDT | side=buy | state={'cycle_active': True, 'bias': 'UP', 'long_size': 1600.0, 'short_size': 42.1875, 'cycle_number': 4, 'blocked': True, 'last_signal': None}
2026-02-25 21:56:53,345 | INFO | trading_bot | --- EXECUTION BTCUSDT | buy ---
2026-02-25 21:56:53,345 | INFO | trading_bot | [MOCK] Opening position: BUY BTCUSDT for 6 USDT
2026-02-25 21:56:53,345 | INFO | trading_bot | [MOCK] Price for BTCUSDT: 2431.77
2026-02-25 21:56:53,346 | INFO | trading_bot | [MOCK] MARKET ORDER BUY BTCUSDT qty=0.002467
2026-02-25 21:56:53,346 | INFO | trading_bot | Order result: {'mock': True, 'symbol': 'BTCUSDT', 'side': 'buy', 'quantity': 0.002467}
2026-02-25 21:56:53,346 | INFO | trading_bot | Execution complete for BTCUSDT
2026-02-25 22:00:58,554 | INFO | trading_bot | SERVER STARTING...
2026-02-25 22:00:58,554 | INFO | trading_bot | STEP 1: Reading env variables
2026-02-25 22:00:58,554 | INFO | trading_bot | STEP 2: Creating strategy config
2026-02-25 22:00:58,555 | INFO | trading_bot | STEP 3: Creating registry
2026-02-25 22:00:58,555 | INFO | trading_bot | STEP 4: Creating exchange
2026-02-25 22:00:58,555 | INFO | trading_bot | MockExchange initialized
2026-02-25 22:00:58,555 | INFO | trading_bot | STEP 5: Creating execution engine
2026-02-25 22:00:58,555 | INFO | trading_bot | STEP 6: Initialization complete
2026-02-25 22:04:35,054 | INFO | trading_bot | SERVER STARTING...
2026-02-25 22:04:35,055 | INFO | trading_bot | STEP 1: Reading env variables
2026-02-25 22:04:35,055 | INFO | trading_bot | STEP 2: Creating strategy config
2026-02-25 22:04:35,055 | INFO | trading_bot | STEP 3: Creating registry
2026-02-25 22:04:35,055 | INFO | trading_bot | STEP 4: Creating exchange
2026-02-25 22:04:36,493 | INFO | trading_bot | STEP 5: Creating execution engine
2026-02-25 22:04:36,494 | INFO | trading_bot | STEP 6: Initialization complete
2026-02-25 22:04:37,388 | INFO | trading_bot | SERVER STARTING...
2026-02-25 22:04:37,389 | INFO | trading_bot | STEP 1: Reading env variables
2026-02-25 22:04:37,389 | INFO | trading_bot | STEP 2: Creating strategy config
2026-02-25 22:04:37,389 | INFO | trading_bot | STEP 3: Creating registry
2026-02-25 22:04:37,389 | INFO | trading_bot | STEP 4: Creating exchange
2026-02-25 22:04:38,590 | INFO | trading_bot | STEP 5: Creating execution engine
2026-02-25 22:04:38,590 | INFO | trading_bot | STEP 6: Initialization complete
2026-02-25 22:04:55,453 | INFO | trading_bot | Incoming webhook request: token=my_token
2026-02-25 22:04:55,453 | INFO | trading_bot | Webhook payload: {'secret': 'my_secret', 'side': 'buy', 'symbol': 'BTCUSDT'}
2026-02-25 22:07:17,917 | INFO | trading_bot | SERVER STARTING...
2026-02-25 22:07:17,917 | INFO | trading_bot | STEP 1: Reading env variables
2026-02-25 22:07:17,918 | INFO | trading_bot | STEP 2: Creating strategy config
2026-02-25 22:07:17,919 | INFO | trading_bot | STEP 3: Creating registry
2026-02-25 22:07:17,919 | INFO | trading_bot | STEP 4: Creating exchange
2026-02-25 22:07:17,919 | INFO | trading_bot | MockExchange initialized
2026-02-25 22:07:17,920 | INFO | trading_bot | STEP 5: Creating execution engine
2026-02-25 22:07:17,920 | INFO | trading_bot | STEP 6: Initialization complete
2026-02-25 22:07:18,865 | INFO | trading_bot | SERVER STARTING...
2026-02-25 22:07:18,866 | INFO | trading_bot | STEP 1: Reading env variables
2026-02-25 22:07:18,866 | INFO | trading_bot | STEP 2: Creating strategy config
2026-02-25 22:07:18,866 | INFO | trading_bot | STEP 3: Creating registry
2026-02-25 22:07:18,866 | INFO | trading_bot | STEP 4: Creating exchange
2026-02-25 22:07:18,866 | INFO | trading_bot | MockExchange initialized
2026-02-25 22:07:18,867 | INFO | trading_bot | STEP 5: Creating execution engine
2026-02-25 22:07:18,867 | INFO | trading_bot | STEP 6: Initialization complete
2026-02-25 22:07:53,303 | INFO | trading_bot | Incoming webhook request: token=my_token
2026-02-25 22:07:53,303 | INFO | trading_bot | Webhook payload: {'secret': 'my_secret', 'side': 'buy', 'symbol': 'BTCUSDT'}
2026-02-25 22:07:53,304 | INFO | trading_bot | Signal received: buy BTCUSDT
2026-02-25 22:07:53,305 | INFO | trading_bot | Executing order for BTCUSDT | side=buy | state={'cycle_active': True, 'bias': 'UP', 'long_size': 25, 'short_size': 12.5, 'cycle_number': 1, 'blocked': False, 'last_signal': 'buy'}
2026-02-25 22:07:53,306 | INFO | trading_bot | --- EXECUTION BTCUSDT | buy ---
2026-02-25 22:07:53,306 | INFO | trading_bot | [MOCK] Opening position: BUY BTCUSDT for 6 USDT
2026-02-25 22:07:53,306 | INFO | trading_bot | [MOCK] Price for BTCUSDT: 2797.17
2026-02-25 22:07:53,306 | INFO | trading_bot | [MOCK] MARKET ORDER BUY BTCUSDT qty=0.002145
2026-02-25 22:07:53,306 | INFO | trading_bot | Order result: {'mock': True, 'symbol': 'BTCUSDT', 'side': 'buy', 'quantity': 0.002145}
2026-02-25 22:07:53,306 | INFO | trading_bot | Execution complete for BTCUSDT
2026-02-25 22:08:10,136 | INFO | trading_bot | Incoming webhook request: token=my_token
2026-02-25 22:08:10,138 | INFO | trading_bot | Webhook payload: {'secret': 'my_secret', 'side': 'buy', 'symbol': 'BTCUSDT'}
2026-02-25 22:08:10,138 | INFO | trading_bot | Signal received: buy BTCUSDT
2026-02-25 22:08:10,138 | WARNING | trading_bot | Duplicate signal ignored: buy for BTCUSDT
2026-02-25 22:09:38,387 | INFO | trading_bot | Incoming webhook request: token=my_token
2026-02-25 22:09:38,387 | INFO | trading_bot | Webhook payload: {'secret': 'my_secret', 'side': 'sell', 'symbol': 'BTCUSDT'}
2026-02-25 22:09:38,388 | INFO | trading_bot | Signal received: sell BTCUSDT
2026-02-25 22:09:38,389 | INFO | trading_bot | Executing order for BTCUSDT | side=sell | state={'cycle_active': True, 'bias': 'UP', 'long_size': 37.5, 'short_size': 50.0, 'cycle_number': 2, 'blocked': False, 'last_signal': 'sell'}
2026-02-25 22:09:38,389 | INFO | trading_bot | --- EXECUTION BTCUSDT | sell ---
2026-02-25 22:09:38,389 | INFO | trading_bot | [MOCK] Opening position: SELL BTCUSDT for 6 USDT
2026-02-25 22:09:38,390 | INFO | trading_bot | [MOCK] Price for BTCUSDT: 2565.44
2026-02-25 22:09:38,390 | INFO | trading_bot | [MOCK] MARKET ORDER SELL BTCUSDT qty=0.002339
2026-02-25 22:09:38,390 | INFO | trading_bot | Order result: {'mock': True, 'symbol': 'BTCUSDT', 'side': 'sell', 'quantity': 0.002339}
2026-02-25 22:09:38,390 | INFO | trading_bot | Execution complete for BTCUSDT
2026-02-25 22:10:21,629 | INFO | trading_bot | Incoming webhook request: token=my_token
2026-02-25 22:10:21,630 | INFO | trading_bot | Webhook payload: {'secret': 'my_secret', 'side': 'sell', 'symbol': 'BTCUSDT'}
2026-02-25 22:10:21,630 | INFO | trading_bot | Signal received: sell BTCUSDT
2026-02-25 22:10:21,630 | WARNING | trading_bot | Duplicate signal ignored: sell for BTCUSDT
2026-02-25 22:17:09,398 | INFO | trading_bot | SERVER STARTING...
2026-02-25 22:17:09,398 | INFO | trading_bot | STEP 1: Reading env variables
2026-02-25 22:17:09,398 | INFO | trading_bot | STEP 2: Creating strategy config
2026-02-25 22:17:09,398 | INFO | trading_bot | STEP 3: Creating registry
2026-02-25 22:17:09,399 | INFO | trading_bot | STEP 4: Creating exchange
2026-02-25 22:17:09,399 | INFO | trading_bot | MockExchange initialized
2026-02-25 22:17:09,399 | INFO | trading_bot | STEP 5: Creating execution engine
2026-02-25 22:17:09,400 | INFO | trading_bot | STEP 6: Initialization complete
2026-02-25 22:24:39,464 | INFO | trading_bot | SERVER STARTING...
2026-02-25 22:24:39,465 | INFO | trading_bot | STEP 1: Reading env variables
2026-02-25 22:24:39,465 | INFO | trading_bot | STEP 2: Creating strategy config
2026-02-25 22:24:39,465 | INFO | trading_bot | STEP 3: Creating registry
2026-02-25 22:24:39,466 | INFO | trading_bot | STEP 4: Creating exchange
2026-02-25 22:24:39,466 | INFO | trading_bot | MockExchange initialized
2026-02-25 22:24:39,467 | INFO | trading_bot | STEP 5: Creating execution engine
2026-02-25 22:24:39,467 | INFO | trading_bot | STEP 6: Initialization complete
2026-02-25 22:25:09,968 | INFO | trading_bot | SERVER STARTING...
2026-02-25 22:25:09,969 | INFO | trading_bot | STEP 1: Reading env variables
2026-02-25 22:25:09,969 | INFO | trading_bot | STEP 2: Creating strategy config
2026-02-25 22:25:09,969 | INFO | trading_bot | STEP 3: Creating registry
2026-02-25 22:25:09,970 | INFO | trading_bot | STEP 4: Creating exchange
2026-02-25 22:25:09,970 | INFO | trading_bot | MockExchange initialized
2026-02-25 22:25:09,970 | INFO | trading_bot | STEP 5: Creating execution engine
2026-02-25 22:25:09,970 | INFO | trading_bot | STEP 6: Initialization complete
2026-02-25 22:30:22,340 | INFO | trading_bot | SERVER STARTING...
2026-02-25 22:30:22,340 | INFO | trading_bot | STEP 1: Reading env variables
2026-02-25 22:30:22,340 | INFO | trading_bot | STEP 2: Creating strategy config
2026-02-25 22:30:22,340 | INFO | trading_bot | STEP 3: Creating registry
2026-02-25 22:30:22,341 | INFO | trading_bot | STEP 4: Creating exchange
2026-02-25 22:30:22,341 | INFO | trading_bot | MockExchange initialized
2026-02-25 22:30:22,341 | INFO | trading_bot | STEP 5: Creating execution engine
2026-02-25 22:30:22,341 | INFO | trading_bot | STEP 6: Initialization complete
2026-02-25 22:36:05,250 | INFO | trading_bot | SERVER STARTING...
2026-02-25 22:36:05,250 | INFO | trading_bot | STEP 1: Reading env variables
2026-02-25 22:36:05,250 | INFO | trading_bot | STEP 2: Creating strategy config
2026-02-25 22:36:05,251 | INFO | trading_bot | STEP 3: Creating registry
2026-02-25 22:36:05,251 | INFO | trading_bot | STEP 4: Creating exchange
2026-02-25 22:36:05,251 | INFO | trading_bot | MockExchange initialized
2026-02-25 22:36:05,252 | INFO | trading_bot | STEP 5: Creating execution engine
2026-02-25 22:36:05,252 | INFO | trading_bot | STEP 6: Initialization complete
2026-02-25 22:37:23,495 | INFO | trading_bot | SERVER STARTING...
2026-02-25 22:37:23,496 | INFO | trading_bot | STEP 1: Reading env variables
2026-02-25 22:37:23,496 | INFO | trading_bot | STEP 2: Creating strategy config
2026-02-25 22:37:23,496 | INFO | trading_bot | STEP 3: Creating registry
2026-02-25 22:37:23,497 | INFO | trading_bot | STEP 4: Creating exchange
2026-02-25 22:37:23,497 | INFO | trading_bot | MockExchange initialized
2026-02-25 22:37:23,497 | INFO | trading_bot | STEP 5: Creating execution engine
2026-02-25 22:37:23,497 | INFO | trading_bot | STEP 6: Initialization complete
2026-02-25 22:37:24,402 | INFO | trading_bot | SERVER STARTING...
2026-02-25 22:37:24,402 | INFO | trading_bot | STEP 1: Reading env variables
2026-02-25 22:37:24,402 | INFO | trading_bot | STEP 2: Creating strategy config
2026-02-25 22:37:24,403 | INFO | trading_bot | STEP 3: Creating registry
2026-02-25 22:37:24,403 | INFO | trading_bot | STEP 4: Creating exchange
2026-02-25 22:37:24,403 | INFO | trading_bot | MockExchange initialized
2026-02-25 22:37:24,404 | INFO | trading_bot | STEP 5: Creating execution engine
2026-02-25 22:37:24,404 | INFO | trading_bot | STEP 6: Initialization complete
2026-02-25 22:37:39,391 | INFO | trading_bot | Incoming webhook request: token=my_token
2026-02-25 22:37:39,392 | INFO | trading_bot | Webhook payload: {'secret': 'my_secret', 'side': 'buy', 'symbol': 'BTCUSDT'}
2026-02-25 22:37:39,393 | INFO | trading_bot | Signal received: buy BTCUSDT
2026-02-25 22:37:39,399 | INFO | trading_bot | Executing order for BTCUSDT | side=buy | state={'cycle_active': True, 'bias': 'UP', 'long_size': 150.0, 'short_size': 75.0, 'cycle_number': 3, 'blocked': False, 'last_signal': 'buy'}
2026-02-25 22:37:39,400 | INFO | trading_bot | --- EXECUTION BTCUSDT | buy ---
2026-02-25 22:37:39,401 | INFO | trading_bot | [MOCK] Opening position: BUY BTCUSDT for 6 USDT
2026-02-25 22:37:39,403 | INFO | trading_bot | [MOCK] Price for BTCUSDT: 665.74
2026-02-25 22:37:39,404 | INFO | trading_bot | [MOCK] MARKET ORDER BUY BTCUSDT qty=0.009013
2026-02-25 22:37:39,406 | INFO | trading_bot | Order result: {'mock': True, 'symbol': 'BTCUSDT', 'side': 'buy', 'quantity': 0.009013}
2026-02-25 22:37:39,406 | INFO | trading_bot | Execution complete for BTCUSDT
2026-02-25 22:37:45,562 | INFO | trading_bot | Incoming webhook request: token=my_token
